Open time,open_price,close_price,volume,Close time
2022-09-07,18790.61000000,19292.84000000,287394.77880000,2022-09-07 23:59:59.999
2022-09-08,19292.85000000,19319.77000000,262813.28273000,2022-09-08 23:59:59.999
2022-09-09,19320.54000000,21360.11000000,428919.74652000,2022-09-09 23:59:59.999
2022-09-10,21361.62000000,21648.34000000,307997.33504000,2022-09-10 23:59:59.999
2022-09-11,21647.21000000,21826.87000000,280702.55149000,2022-09-11 23:59:59.999
2022-09-12,21826.87000000,22395.74000000,395395.61828000,2022-09-12 23:59:59.999
2022-09-13,22395.44000000,20173.57000000,431915.03333000,2022-09-13 23:59:59.999
2022-09-14,20173.62000000,20226.71000000,340826.40151000,2022-09-14 23:59:59.999
2022-09-15,20227.17000000,19701.88000000,333069.76076000,2022-09-15 23:59:59.999
2022-09-16,19701.88000000,19803.30000000,283791.07064000,2022-09-16 23:59:59.999
2022-09-17,19803.30000000,20113.62000000,179350.24338000,2022-09-17 23:59:59.999
2022-09-18,20112.61000000,19416.18000000,254217.46904000,2022-09-18 23:59:59.999
2022-09-19,19417.45000000,19537.02000000,380512.40306000,2022-09-19 23:59:59.999
2022-09-20,19537.02000000,18875.00000000,324098.32860000,2022-09-20 23:59:59.999
2022-09-21,18874.31000000,18461.36000000,385034.10021000,2022-09-21 23:59:59.999
2022-09-22,18461.36000000,19401.63000000,379321.72111000,2022-09-22 23:59:59.999
2022-09-23,19401.63000000,19289.91000000,385886.91829000,2022-09-23 23:59:59.999
2022-09-24,19288.57000000,18920.50000000,239496.56746000,2022-09-24 23:59:59.999
2022-09-25,18921.99000000,18807.38000000,191191.44920000,2022-09-25 23:59:59.999
2022-09-26,18809.13000000,19227.82000000,439239.21943000,2022-09-26 23:59:59.999
2022-09-27,19226.68000000,19079.13000000,593260.74161000,2022-09-27 23:59:59.999
2022-09-28,19078.10000000,19412.82000000,521385.45547000,2022-09-28 23:59:59.999
2022-09-29,19412.82000000,19591.51000000,406424.93256000,2022-09-29 23:59:59.999
2022-09-30,19590.54000000,19422.61000000,444322.95340000,2022-09-30 23:59:59.999
2022-10-01,19422.61000000,19310.95000000,165625.13959000,2022-10-01 23:59:59.999
2022-10-02,19312.24000000,19056.80000000,206812.47032000,2022-10-02 23:59:59.999
2022-10-03,19057.74000000,19629.08000000,293585.75212000,2022-10-03 23:59:59.999
2022-10-04,19629.08000000,20337.82000000,327012.00127000,2022-10-04 23:59:59.999
2022-10-05,20337.82000000,20158.26000000,312239.75224000,2022-10-05 23:59:59.999
2022-10-06,20158.26000000,19960.67000000,320122.17020000,2022-10-06 23:59:59.999
2022-10-07,19960.67000000,19530.09000000,220874.83913000,2022-10-07 23:59:59.999
2022-10-08,19530.09000000,19417.96000000,102480.09842000,2022-10-08 23:59:59.999
2022-10-09,19416.52000000,19439.02000000,113900.82681000,2022-10-09 23:59:59.999
2022-10-10,19439.96000000,19131.87000000,212509.09849000,2022-10-10 23:59:59.999
2022-10-11,19131.87000000,19060.00000000,243473.84286000,2022-10-11 23:59:59.999
2022-10-12,19060.00000000,19155.53000000,213826.26731000,2022-10-12 23:59:59.999
2022-10-13,19155.10000000,19375.13000000,399756.68337000,2022-10-13 23:59:59.999
2022-10-14,19375.58000000,19176.93000000,351634.32601000,2022-10-14 23:59:59.999
2022-10-15,19176.93000000,19069.39000000,113847.64232000,2022-10-15 23:59:59.999
2022-10-16,19068.40000000,19262.98000000,131894.61885000,2022-10-16 23:59:59.999
2022-10-17,19262.98000000,19549.86000000,222813.87634000,2022-10-17 23:59:59.999
2022-10-18,19548.48000000,19327.44000000,260313.07848000,2022-10-18 23:59:59.999
2022-10-19,19327.44000000,19123.97000000,186137.29538000,2022-10-19 23:59:59.999
2022-10-20,19123.35000000,19041.92000000,223530.13068000,2022-10-20 23:59:59.999
2022-10-21,19041.92000000,19164.37000000,269310.75769000,2022-10-21 23:59:59.999
2022-10-22,19164.37000000,19204.35000000,110403.90837000,2022-10-22 23:59:59.999
2022-10-23,19204.29000000,19570.40000000,167057.20184000,2022-10-23 23:59:59.999
2022-10-24,19570.40000000,19329.72000000,256168.14467000,2022-10-24 23:59:59.999
2022-10-25,19330.60000000,20080.07000000,326370.67061000,2022-10-25 23:59:59.999
2022-10-26,20079.02000000,20771.59000000,380492.69576000,2022-10-26 23:59:59.999
2022-10-27,20771.61000000,20295.11000000,328643.57791000,2022-10-27 23:59:59.999
2022-10-28,20295.11000000,20591.84000000,287039.94569000,2022-10-28 23:59:59.999
2022-10-29,20591.84000000,20809.67000000,254881.77755000,2022-10-29 23:59:59.999
2022-10-30,20809.68000000,20627.48000000,192795.60886000,2022-10-30 23:59:59.999
2022-10-31,20627.48000000,20490.74000000,303567.61628000,2022-10-31 23:59:59.999
2022-11-01,20490.74000000,20483.62000000,279932.43771000,2022-11-01 23:59:59.999
2022-11-02,20482.81000000,20151.84000000,373716.27299000,2022-11-02 23:59:59.999
2022-11-03,20151.84000000,20207.82000000,319185.15440000,2022-11-03 23:59:59.999
2022-11-04,20207.12000000,21148.52000000,453694.39165000,2022-11-04 23:59:59.999
2022-11-05,21148.52000000,21299.37000000,245621.98525000,2022-11-05 23:59:59.999
2022-11-06,21299.37000000,20905.58000000,230036.97217000,2022-11-06 23:59:59.999
2022-11-07,20905.58000000,20591.13000000,386977.60337000,2022-11-07 23:59:59.999
2022-11-08,20590.67000000,18547.23000000,760705.36278300,2022-11-08 23:59:59.999
2022-11-09,18545.38000000,15922.81000000,731926.92972900,2022-11-09 23:59:59.999
2022-11-10,15922.68000000,17601.15000000,608448.36432000,2022-11-10 23:59:59.999
2022-11-11,17602.45000000,17070.31000000,393552.86492000,2022-11-11 23:59:59.999
2022-11-12,17069.98000000,16812.08000000,167819.96035000,2022-11-12 23:59:59.999
2022-11-13,16813.16000000,16329.85000000,184960.78846000,2022-11-13 23:59:59.999
2022-11-14,16331.78000000,16619.46000000,380210.77750000,2022-11-14 23:59:59.999
2022-11-15,16617.72000000,16900.57000000,282461.84391000,2022-11-15 23:59:59.999
2022-11-16,16900.57000000,16662.76000000,261493.40809000,2022-11-16 23:59:59.999
2022-11-17,16661.61000000,16692.56000000,228038.97873000,2022-11-17 23:59:59.999
2022-11-18,16692.56000000,16700.45000000,214224.18184000,2022-11-18 23:59:59.999
2022-11-19,16699.43000000,16700.68000000,104963.15558000,2022-11-19 23:59:59.999
2022-11-20,16700.68000000,16280.23000000,154842.13478000,2022-11-20 23:59:59.999
2022-11-21,16279.50000000,15781.29000000,324096.99775300,2022-11-21 23:59:59.999
2022-11-22,15781.29000000,16226.94000000,239548.06623000,2022-11-22 23:59:59.999
2022-11-23,16227.96000000,16603.11000000,264927.70408000,2022-11-23 23:59:59.999
2022-11-24,16603.11000000,16598.95000000,206565.92346000,2022-11-24 23:59:59.999
2022-11-25,16599.55000000,16522.14000000,182089.49533000,2022-11-25 23:59:59.999
2022-11-26,16521.35000000,16458.57000000,181804.81666000,2022-11-26 23:59:59.999
2022-11-27,16457.61000000,16428.78000000,162025.47607000,2022-11-27 23:59:59.999
2022-11-28,16428.77000000,16212.91000000,252695.40367000,2022-11-28 23:59:59.999
2022-11-29,16212.18000000,16442.53000000,248106.25009000,2022-11-29 23:59:59.999
2022-11-30,16442.91000000,17163.64000000,303019.80719000,2022-11-30 23:59:59.999
2022-12-01,17165.53000000,16977.37000000,232818.18218000,2022-12-01 23:59:59.999
2022-12-02,16978.00000000,17092.74000000,202372.20620000,2022-12-02 23:59:59.999
2022-12-03,17092.13000000,16885.20000000,154542.57306000,2022-12-03 23:59:59.999
2022-12-04,16885.20000000,17105.70000000,178619.13387000,2022-12-04 23:59:59.999
2022-12-05,17106.65000000,16966.35000000,233703.29225000,2022-12-05 23:59:59.999
2022-12-06,16966.35000000,17088.96000000,218730.76883000,2022-12-06 23:59:59.999
2022-12-07,17088.96000000,16836.64000000,220657.41334000,2022-12-07 23:59:59.999
2022-12-08,16836.64000000,17224.10000000,236417.97804000,2022-12-08 23:59:59.999
2022-12-09,17224.10000000,17128.56000000,238422.06465000,2022-12-09 23:59:59.999
2022-12-10,17128.56000000,17127.49000000,140573.97937000,2022-12-10 23:59:59.999
2022-12-11,17127.49000000,17085.05000000,155286.47871000,2022-12-11 23:59:59.999
2022-12-12,17085.05000000,17209.83000000,226227.49694000,2022-12-12 23:59:59.999
2022-12-13,17208.93000000,17774.70000000,284462.91390000,2022-12-13 23:59:59.999
2022-12-14,17775.82000000,17803.15000000,266681.22209000,2022-12-14 23:59:59.999
2022-12-15,17804.01000000,17356.34000000,223701.96882000,2022-12-15 23:59:59.999
2022-12-16,17356.96000000,16632.12000000,253379.04116000,2022-12-16 23:59:59.999
2022-12-17,16631.50000000,16776.52000000,144825.66684000,2022-12-17 23:59:59.999
2022-12-18,16777.54000000,16738.21000000,112619.31646000,2022-12-18 23:59:59.999
2022-12-19,16739.00000000,16438.88000000,179094.28305000,2022-12-19 23:59:59.999
2022-12-20,16438.88000000,16895.56000000,248808.92324000,2022-12-20 23:59:59.999
2022-12-21,16896.15000000,16824.67000000,156810.96362000,2022-12-21 23:59:59.999
2022-12-22,16824.68000000,16821.43000000,176044.27235000,2022-12-22 23:59:59.999
2022-12-23,16821.90000000,16778.50000000,161612.00947000,2022-12-23 23:59:59.999
2022-12-24,16778.52000000,16836.12000000,100224.29096000,2022-12-24 23:59:59.999
2022-12-25,16835.73000000,16832.11000000,125441.07202000,2022-12-25 23:59:59.999
2022-12-26,16832.11000000,16919.39000000,124564.00656000,2022-12-26 23:59:59.999
2022-12-27,16919.39000000,16706.36000000,173749.58616000,2022-12-27 23:59:59.999
2022-12-28,16706.06000000,16547.31000000,193037.56577000,2022-12-28 23:59:59.999
2022-12-29,16547.32000000,16633.47000000,160998.47158000,2022-12-29 23:59:59.999
2022-12-30,16633.47000000,16607.48000000,164916.31174000,2022-12-30 23:59:59.999
2022-12-31,16607.48000000,16542.40000000,114490.42864000,2022-12-31 23:59:59.999
2023-01-01,16541.77000000,16616.75000000,96925.41374000,2023-01-01 23:59:59.999
2023-01-02,16617.17000000,16672.87000000,121888.57191000,2023-01-02 23:59:59.999
2023-01-03,16672.78000000,16675.18000000,159541.53733000,2023-01-03 23:59:59.999
2023-01-04,16675.65000000,16850.36000000,220362.18862000,2023-01-04 23:59:59.999
2023-01-05,16850.36000000,16831.85000000,163473.56641000,2023-01-05 23:59:59.999
2023-01-06,16831.85000000,16950.65000000,207401.28415000,2023-01-06 23:59:59.999
2023-01-07,16950.31000000,16943.57000000,104526.56880000,2023-01-07 23:59:59.999
2023-01-08,16943.83000000,17127.83000000,135155.89695000,2023-01-08 23:59:59.999
2023-01-09,17127.83000000,17178.26000000,266211.52723000,2023-01-09 23:59:59.999
2023-01-10,17179.04000000,17440.66000000,221382.42581000,2023-01-10 23:59:59.999
2023-01-11,17440.64000000,17943.26000000,262221.60653000,2023-01-11 23:59:59.999
2023-01-12,17943.26000000,18846.62000000,454568.32178000,2023-01-12 23:59:59.999
2023-01-13,18846.62000000,19930.01000000,368615.87823000,2023-01-13 23:59:59.999
2023-01-14,19930.01000000,20954.92000000,393913.74951000,2023-01-14 23:59:59.999
2023-01-15,20952.76000000,20871.50000000,178542.22549000,2023-01-15 23:59:59.999
2023-01-16,20872.99000000,21185.65000000,293078.08262000,2023-01-16 23:59:59.999
2023-01-17,21185.65000000,21134.81000000,275407.74409000,2023-01-17 23:59:59.999
2023-01-18,21132.29000000,20677.47000000,350916.01949000,2023-01-18 23:59:59.999
2023-01-19,20677.47000000,21071.59000000,251385.84925000,2023-01-19 23:59:59.999
2023-01-20,21071.59000000,22667.21000000,338079.13659000,2023-01-20 23:59:59.999
2023-01-21,22666.00000000,22783.55000000,346445.48432000,2023-01-21 23:59:59.999
2023-01-22,22783.35000000,22707.88000000,253577.75286000,2023-01-22 23:59:59.999
2023-01-23,22706.02000000,22916.45000000,293588.37938000,2023-01-23 23:59:59.999
2023-01-24,22917.81000000,22632.89000000,293158.78254000,2023-01-24 23:59:59.999
2023-01-25,22631.94000000,23060.94000000,346042.83223000,2023-01-25 23:59:59.999
2023-01-26,23060.42000000,23009.65000000,288924.43581000,2023-01-26 23:59:59.999
2023-01-27,23009.65000000,23074.16000000,280833.86315000,2023-01-27 23:59:59.999
2023-01-28,23074.16000000,23022.60000000,148115.71085000,2023-01-28 23:59:59.999
2023-01-29,23021.40000000,23742.30000000,295688.79204000,2023-01-29 23:59:59.999
2023-01-30,23743.37000000,22826.15000000,302405.90121000,2023-01-30 23:59:59.999
2023-01-31,22827.38000000,23125.13000000,264649.34909000,2023-01-31 23:59:59.999
2023-02-01,23125.13000000,23732.66000000,310790.42271000,2023-02-01 23:59:59.999
2023-02-02,23731.41000000,23488.94000000,364177.20751000,2023-02-02 23:59:59.999
2023-02-03,23489.33000000,23431.90000000,332571.02904000,2023-02-03 23:59:59.999
2023-02-04,23431.90000000,23326.84000000,166126.47295000,2023-02-04 23:59:59.999
2023-02-05,23327.66000000,22932.91000000,209251.33917000,2023-02-05 23:59:59.999
2023-02-06,22932.91000000,22762.52000000,265371.60690000,2023-02-06 23:59:59.999
2023-02-07,22762.52000000,23240.46000000,308006.72482000,2023-02-07 23:59:59.999
2023-02-08,23242.42000000,22963.00000000,280056.30717000,2023-02-08 23:59:59.999
2023-02-09,22961.85000000,21796.35000000,402894.69550000,2023-02-09 23:59:59.999
2023-02-10,21797.83000000,21625.19000000,338591.94247000,2023-02-10 23:59:59.999
2023-02-11,21625.19000000,21862.55000000,177021.58433000,2023-02-11 23:59:59.999
2023-02-12,21862.02000000,21783.54000000,204435.65163000,2023-02-12 23:59:59.999
2023-02-13,21782.37000000,21773.97000000,295730.76791000,2023-02-13 23:59:59.999
2023-02-14,21774.63000000,22199.84000000,361958.40109000,2023-02-14 23:59:59.999
2023-02-15,22199.84000000,24324.05000000,375669.16111000,2023-02-15 23:59:59.999
2023-02-16,24322.87000000,23517.72000000,450080.68366000,2023-02-16 23:59:59.999
2023-02-17,23517.72000000,24569.97000000,496813.21376000,2023-02-17 23:59:59.999
2023-02-18,24568.24000000,24631.95000000,216917.25213000,2023-02-18 23:59:59.999
2023-02-19,24632.05000000,24271.76000000,300395.99542000,2023-02-19 23:59:59.999
2023-02-20,24272.51000000,24842.20000000,346938.56997000,2023-02-20 23:59:59.999
2023-02-21,24843.89000000,24452.16000000,376000.82868000,2023-02-21 23:59:59.999
2023-02-22,24450.67000000,24182.21000000,379425.75365000,2023-02-22 23:59:59.999
2023-02-23,24182.21000000,23940.20000000,398400.45437000,2023-02-23 23:59:59.999
2023-02-24,23940.20000000,23185.29000000,343582.57453000,2023-02-24 23:59:59.999
2023-02-25,23184.04000000,23157.07000000,191311.81010000,2023-02-25 23:59:59.999
2023-02-26,23157.07000000,23554.85000000,202323.73623000,2023-02-26 23:59:59.999
2023-02-27,23554.85000000,23492.09000000,283706.08590000,2023-02-27 23:59:59.999
2023-02-28,23492.09000000,23141.57000000,264140.99894000,2023-02-28 23:59:59.999
2023-03-01,23141.57000000,23628.97000000,315287.41737000,2023-03-01 23:59:59.999
2023-03-02,23629.76000000,23251.50000000,181657.20082000,2023-03-02 23:59:59.999
